Name,Category,Description,Website,Email,Phone,Address,City,State,Zip,Source_URL
Make Me Over Wholistic Health and Stress,,,https://makemeovermassage.com/,Email available (Cloudflare protected),513-888-3198,10979 Reed Hartman Hwy,Blue Ash,OH,45242,https://thevoiceofblackcincinnati.com/black-owned-business/make-me-over-wholistic-health/
Makers Bakers Co,,,https://makersbakersco.com/,Email available (Cloudflare protected),513-807-9748,1801 Race Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/makers-bakers-co/
Mama Afrique Nigerian Cuisine,,,https://www.mamaafriquenc.com/schedule-1,Email available (Cloudflare protected),513-480-2554,5800 Colerain Avenue,Cincinnati,OH,45239,https://thevoiceofblackcincinnati.com/black-owned-business/mama-afrique-nigerian-cuisine/
Mango’s Tropical Oasis,,,https://www.facebook.com/MeetMeAtMangos,Email available (Cloudflare protected),513-973-0010,12183 Springfield Pike,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/mangos-tropical-oasis/
"Market Direct Promotional Items, Inc.",,,https://marketdirectinc.com,Email available (Cloudflare protected),513-563-4900,690 Northland Blvd.,Cincinnati,OH,45240,https://thevoiceofblackcincinnati.com/black-owned-business/market-direct/
Market Wines Walnut Hills,,,http://www.marketwineswalnuthills.com,Email available (Cloudflare protected),(513) 221-0287,767 East McMillan St.,Cincinnati,OH,45206,https://thevoiceofblackcincinnati.com/black-owned-business/market-wines-walnut-hills/
Matunda Juicery & Co.,,,https://www.facebook.com/MatundaJuiceryCo/,Email available (Cloudflare protected),513-680-5122,2908 Short Vine st.,Cincinnati,OH,45229,https://thevoiceofblackcincinnati.com/black-owned-business/matunda-juicery-co/
McClure Capital Lending,,,https://www.mcclurecapitallending.com/,Email available (Cloudflare protected),513-295-0640,1815 WILLIAM H TAFT RD S-807,Cincinnati,OH,45206,https://thevoiceofblackcincinnati.com/black-owned-business/mcclure-capital-lending/
Me By Lee Boutique,,,https://www.mebylee.com/,Email available (Cloudflare protected),513-446-9458,516 Linn Street,Cincinnati,,45203,https://thevoiceofblackcincinnati.com/black-owned-business/me-by-lee/
Megen Construction Co.,,,http://www.megenconstruction.com/,Email available (Cloudflare protected),513-742-9191,11130 Ashburn Road,Cincinnati,OH,45240,https://thevoiceofblackcincinnati.com/black-owned-business/megen-construction-company/
Metric Environmental,,,http://www.metricenv.com/,Email available (Cloudflare protected),513-402-1400,"810 Plum Street Ste 4, Cincinnati, OH 45202",Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/metric-environmental-llc/
Midwest Best BBQ and Creamery,,,https://midwestbestbbq.com/,Email available (Cloudflare protected),(513) 965-9000,669 Justice Court,Loveland,OH,45140,https://thevoiceofblackcincinnati.com/black-owned-business/midwest-best-bbq-and-creamery/
Mirror Mirror on the Move Photo Booths,,,https://www.mirrormirroronthemove.com/,Email available (Cloudflare protected),513-399-6808,22 Triangle Park Drive,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/mirror-mirror-on-the-move/
Momunnie Tax Services,,,https://www.linkedin.com/in/maurine-smith-43098370,Email available (Cloudflare protected),513-886-2049,230 Northland Blvd. Suite 304,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/momunnie-tax-services/
Moncor Consulting,,,http://www.moncorinc.org,Email available (Cloudflare protected),513-800-0619,2639 Erie Avenue 8391,Cincinnati,OH,45208,https://thevoiceofblackcincinnati.com/black-owned-business/moncor-consulting-llc/
Monya Wyatt Consulting,,,http://www.monyawyattconsulting.com,Email available (Cloudflare protected),513-201-5701,8465 Colerain Ave #1071,Cincinnati,OH,45239,https://thevoiceofblackcincinnati.com/black-owned-business/monya-wyatt-consulting/
Moody Nolan,,,http://moodynolan.com/,Email available (Cloudflare protected),513-914-5835,40 W Central Parkway,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/moody-nolan-inc/
Moreau Sewing Unlimited,,,https://www.facebook.com/moreausewing/,Email available (Cloudflare protected),513-899-1054,1622 Chase Avenue,Cincinnati,OH,45223,https://thevoiceofblackcincinnati.com/black-owned-business/moreau-sewing-unlimited/
Most OutGROWing Arts,,,http://www.mostoutgrowing.com,Email available (Cloudflare protected),513-658-3174,1172 W Galbraith,Cincinnati,OH,45231,https://thevoiceofblackcincinnati.com/black-owned-business/most-outgrowing-llc/
Mr. Clippers Sharpening,,,http://www.thevoiceofyourcustomer.com/,Email available (Cloudflare protected),859-693-8332,218 Garrard St.,Covington,KY,41011,https://thevoiceofblackcincinnati.com/black-owned-business/mr-clippers-knife-sharpening/
Mr12am Photography and Videography,,,https://www.mr12am.com,Email available (Cloudflare protected),(859) 488-1226,2300 Montana Ave,Cincinnati,OH,45211,https://thevoiceofblackcincinnati.com/black-owned-business/mr12am/
Multicultural Solutions Website Design and Improvement,,,https://www.multiculturalsolutionsllc.com/,Email available (Cloudflare protected),513-790-6039,"35 East 7th Street, Suite 750",Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/multicultural-solutions/
bus2_business_name,,,bus2_business_website_url,Email available (Cloudflare protected),bus2_business_phone,bus2_business_address_1,bus2_business_city,bus2_business_state_2_letter,bus2_business_zip,https://thevoiceofblackcincinnati.com/black-owned-business/murrelles-florist/
Muse Café,,,https://musecafecincy.com/,Email available (Cloudflare protected),513-906-7743,3018 Harrison Avenue,Cincinnati,OH,45211,https://thevoiceofblackcincinnati.com/black-owned-business/muse-cafe/
MyloRose Janitorial Service,,,https://mylorose.square.site/,Email available (Cloudflare protected),513-289-6161,3805 Ferdinand Place,Cincinnati,OH,45209,https://thevoiceofblackcincinnati.com/black-owned-business/mylorose/
Mz Jade's Soul Food,,,https://www.mzjadessoulfood.net/,Email available (Cloudflare protected),513-571-1150,2518 Clifton Ave,Cincinnati,OH,45219,https://thevoiceofblackcincinnati.com/black-owned-business/mz-jades-soul-food/
Nahamani.org Consulting,,,http://www.nahamani.org,Email available (Cloudflare protected),513-917-3959,P.O. Box 11133,Cincinnati,OH,45211,https://thevoiceofblackcincinnati.com/black-owned-business/nahamani-org-consulting/
Nanny’s Multi Level Learning Center,,,https://childcarecenter.us/provider_detail/nannys_multilevel_learning_center_inc_cincinnati_oh,Email available (Cloudflare protected),513-281-4457,3494 Reading Rd.,Cincinnati,OH,45229,https://thevoiceofblackcincinnati.com/black-owned-business/nannys-multi-level-learning-center/
Natural Shea Care,,,http://www.naturalsheacare.com/,Email available (Cloudflare protected),513-307-5426,1311 Vine Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/natural-shea-care/
New Direction Coaching & Consulting,,,http://newdirectioncc1.com,Email available (Cloudflare protected),513-620-5709,P. O. Box 24101,Cincinnati,OH,45224,https://thevoiceofblackcincinnati.com/black-owned-business/new-direction-coaching-and-consulting/
New Journeys for Cleaning,,,https://new-journeys-for-cleaning-llc.business.site/?utm_source=gmb&utm_medium=referral,Email available (Cloudflare protected),513-376-3336,7600 Clovernook Avenue,Mount Healthy,OH,45231,https://thevoiceofblackcincinnati.com/black-owned-business/new-journeys/
"New Leaf Counseling Group, LLC",,,https://newleafcounselinggroup.org/,Email available (Cloudflare protected),(513) 443-8790,11427 Reed Hartman Hwy,Blue Ash,OH,45241,https://thevoiceofblackcincinnati.com/black-owned-business/new-leaf-counseling/
Next Generation Fuel LLC,,,https://www.nxtgenfuel.com/,Email available (Cloudflare protected),513-672-2386,3589 Commerce Dr,Middletown,OH,45005,https://thevoiceofblackcincinnati.com/black-owned-business/next-generation-fuel/
Niecey Freeman Counseling,,,http://nieceyfreemanllc.com,Email available (Cloudflare protected),513-518-3332,2592 Willowspring Court,Cincinnati,OH,45231,https://thevoiceofblackcincinnati.com/black-owned-business/niecey-freeman-llc/
Night Kap Soul Food Restaurant,,,https://www.thenightkap.net/,Email available (Cloudflare protected),513-888-4001,6966 Plainfield Road,Silverton,OH,45236,https://thevoiceofblackcincinnati.com/black-owned-business/night-kap-soul-food-restaurant/
Nina LiricQ's,,,http://www.ninaliricqs.com,Email available (Cloudflare protected),513-293-6932,P.O. BOX 24124,Cincinnati,OH,45224,https://thevoiceofblackcincinnati.com/black-owned-business/nina-liricqs/
No Pork on My Fork Food Trailer,,,https://www.facebook.com/NOPORKONMYFORKLLC/,Email available (Cloudflare protected),513- 915-3156,1669 California Avenue,Cincinnati,OH,45237,https://thevoiceofblackcincinnati.com/black-owned-business/no-pork-on-my-fork/
Nostalgia Wine & Jazz Lounge,,,https://nostalgiaotr.com/,Email available (Cloudflare protected),513-400-8624,1432 Vine Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/nostalgia-wine-jazz/
NOVE Home & Body Decor,,,https://novedecor.com/,Email available (Cloudflare protected),513-549-3791,6457 Glenway Ave Ste 141,Cincinnati,OH,45211,https://thevoiceofblackcincinnati.com/black-owned-business/nove-home-body-decor/
Noviad 360 Photo Booth Rental,,,https://noviad360photoboothrental.com/,Email available (Cloudflare protected),(513) 275-7227,11711 Princeton Pike,Springdale,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/noviad-360-photo-booth-rental/
Nurture Me. Growth in different ways,,,https://www.nurtureme4ever.com/shop,Email available (Cloudflare protected),(513) 202-3089,7950 Village Dr,Cincinnati,OH,45242,https://thevoiceofblackcincinnati.com/black-owned-business/nurture-me/
OCG Telecom,,,https://www.ocgtelecom.com/contact/,Email available (Cloudflare protected),513-588-2828,1550 Magnolia Dr,Cincinnati,OH,45215,https://thevoiceofblackcincinnati.com/black-owned-business/ocg-telecom/
Ohio Kurvy Fashion Weekend,,,https://www.facebook.com/okfwllc/,Email available (Cloudflare protected),513-413-0483,1821 Summit Road,Cincinnati,OH,45237,https://thevoiceofblackcincinnati.com/black-owned-business/ohio-kurvy-fashion-weekend/
Ollie's Trolley,,,https://www.facebook.com/OlliesTrolleyCincinnati/,Email available (Cloudflare protected),513-381-6100,1607 Central Avenue,Cincinnati,OH,45214,https://thevoiceofblackcincinnati.com/black-owned-business/ollies-trolley/
Omega Janitorial Service,,,https://omegajanitorialser.wixsite.com/my-site,Email available (Cloudflare protected),513-286-3131,5431 Owasco St,Cincinnati,OH,45227,https://thevoiceofblackcincinnati.com/black-owned-business/omega-janitorial-service/
On The Go Mobile Alcohol and Drug Collections,,,https://www.onthegomobilellc.com/,Email available (Cloudflare protected),513-301-8222,1821 Summit Road 102F,Cincinnati,OH,45237,https://thevoiceofblackcincinnati.com/black-owned-business/on-the-go-mobile/
On1 Apparel,,,https://www.on1apparel.com/,Email available (Cloudflare protected),(513) 442-8400,1327 E Kemper Rd,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/on1-apparel/
Originalitees Apparel,,,https://originalitees.com/,Email available (Cloudflare protected),513-429-4090,"Mailing Address: 2701 Spring Grove Ave, Suite 3400",Cincinnati,OH,45225,https://thevoiceofblackcincinnati.com/black-owned-business/originalitees/
OTR Funplex,,,http://www.otrescape.com,Email available (Cloudflare protected),513-857-1533,1112 Race Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/otr-funplex/
OTR Live Night Club,,,https://www.instagram.com/otrlive/,Email available (Cloudflare protected),513-421-5483,209 East 12th Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/otr-live/
Out The Way Bar & Grill,,,https://www.facebook.com/Outtheway-898927003590110/,Email available (Cloudflare protected),513-889-4538,4880 Union Centre Pavilion,West Chester,OH,45069,https://thevoiceofblackcincinnati.com/black-owned-business/out-the-way-bar-grill/
Paityn’s Place Soul Food Catering and Cuisine,,,http://paitynsplace.com/about.html,Email available (Cloudflare protected),​(513) 238-9306,607 Shepherd Drive Unit 11 & 12,Cincinnati,OH,45215,https://thevoiceofblackcincinnati.com/black-owned-business/paityns-place-soul-food-catering-and-cuisine-llc/
Paradise Gym and Fitness Center,,,http://www.thevoiceofyourcustomer.com/,Email available (Cloudflare protected),513-479-0040,6019 Vine Street,Cincinnati,OH,45216,https://thevoiceofblackcincinnati.com/black-owned-business/paradise-fitness-center/
Park Place Restaurant,,,https://sites.google.com/view/parkplacerestaurant/home,Email available (Cloudflare protected),513-825-8888,1185 Kemper Meadow Drive,Forest Park,OH,45240,https://thevoiceofblackcincinnati.com/black-owned-business/park-place-restaurant/
Pata Roja Taqueria,,,https://www.patarojatacos.com/,Email available (Cloudflare protected),513-547-8226,52 E Court St,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/pata-roja-taqueria/
Perfect Touch Helps,,,https://www.facebook.com/perfecttouchhelps/,Email available (Cloudflare protected),(513) 260-5694,2908 Short Vine Street,Cincinnati,OH,45219,https://thevoiceofblackcincinnati.com/black-owned-business/perfect-touch-helps/
Perfectionist Cleaning Service,,,https://www.facebook.com/perfectionistcleaning4u/?ref=page_internal,Email available (Cloudflare protected),513-546-1669,1400 Reading Road Ste 1006,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/perfectionist-cleaning-service/
Perfectly Placed by Pamela,,,https://www.perfectlyplacedbypamela.com/,Email available (Cloudflare protected),513-512-5872,P.O. Box 204,Loveland,OH,45140,https://thevoiceofblackcincinnati.com/black-owned-business/perfectly-placed-by-pamela/
Personal Care and Personal Training,,,https://www.pcpt.info/,Email available (Cloudflare protected),859-608-4507,110 W 15th Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/personal-care-and-personal-training/
Pike 2 Bar and Grill,,,https://www.instagram.com/_thepike2cincy/,Email available (Cloudflare protected),513-938-7453,10010 Springfield Pike,Cincinnati,OH,45215,https://thevoiceofblackcincinnati.com/black-owned-business/pike-2-bar-and-grill/
Pink Rich Charm Bar,,,https://www.pinkrichcharmbar.com/,Email available (Cloudflare protected),513-203-3737,1411 Main Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/pink-rich-charm-bar/
Plant Therapy by Brandie,,,https://www.facebook.com/handiebrandieplantsandmorellc,Email available (Cloudflare protected),513-667-0499,236 McCormick PL,Cincinnati,OH,45219,https://thevoiceofblackcincinnati.com/black-owned-business/plant-therapy-by-brandie/
Pluto's Cafe,,,https://www.plutoscafe.com/,Email available (Cloudflare protected),513-817-7142,1817 Galbraith Rd,North College Hill,OH,45239,https://thevoiceofblackcincinnati.com/black-owned-business/plutos-cafe/
Pope Financial Planning,,,https://aprylpope.advisorwebsite.com/,Email available (Cloudflare protected),513-202-3485,4555 Lake Forest Dr.,Cincinnati,OH,45242,https://thevoiceofblackcincinnati.com/black-owned-business/pope-financial-planning/
Posh Fitness and Pole Classes,,,http://poshfitnessboutique.com,Email available (Cloudflare protected),513-421-7674,1216 Sycamore St #12,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/posh-fitness/
POTI9N Adult Beverages,,,http://www.poti9n.com,Email available (Cloudflare protected),513-923-0909,2409 Bluffcrest Lane Unit B,Cincinnati,OH,45238,https://thevoiceofblackcincinnati.com/black-owned-business/poti9n/
POWER Academy of Cincinnati Martial Arts Boot Camp,,,https://www.poweracademyusa.com/,Email available (Cloudflare protected),(513) 268-7215,7074 Harrison Ave.,Cincinnati,OH,45247,https://thevoiceofblackcincinnati.com/black-owned-business/power-academy/
Precise Timing Transports LLC,,,https://precisetimingtransports.com/,Email available (Cloudflare protected),(513) 658-9166,3352 Amberway Court,Cincinnati,OH,45251,https://thevoiceofblackcincinnati.com/black-owned-business/precise-timing-transports/
Premier Transformation Counseling,,,https://www.premiertransformation.com/,Email available (Cloudflare protected),513-344-6113,791 East McMillan Street,Cincinnati,OH,45206,https://thevoiceofblackcincinnati.com/black-owned-business/premier-transformation-counseling-and-consulting-services/
Press N Stitch,,,https://pressstitch.com/,Email available (Cloudflare protected),513-227-9355,10999 Reed Hartman Hwy,Blue Ash,OH,45242,https://thevoiceofblackcincinnati.com/black-owned-business/press-n-stitch/
Preston Charles Funeral Home,,,https://www.prestoncharlesfuneralhome.com/,Email available (Cloudflare protected),513-761-0082,400 N. Wayne Avenue,Cincinnati,OH,45215,https://thevoiceofblackcincinnati.com/black-owned-business/preston-charles-funeral-home/
Pretty Please Makeup Studio,,,http://www.prettypleasemakeupstudio.com,Email available (Cloudflare protected),513-686-9393,500 E. Ross Avenue Suite#2,Cincinnati,OH,45217,https://thevoiceofblackcincinnati.com/black-owned-business/pretty-please-makeup-studio/
Prevail Productions,,,https://prevailproductionsllc.com/,Email available (Cloudflare protected),513-312-4946,3301 Colerain Avenue,Cincinnati,OH,45225,https://thevoiceofblackcincinnati.com/black-owned-business/prevail-productions/
Pro Auto Tint and Details,,,https://proautotintoh.com/affordable-window-tinting-cincinnati-oh/,Email available (Cloudflare protected),513-268-6236,3418 Harrison Avenue,Cincinnati,OH,45211,https://thevoiceofblackcincinnati.com/black-owned-business/pro-auto-tint-and-details/
Pro-Contractors,,,https://www.facebook.com/PROCON513?mibextid=LQQJ4d,Email available (Cloudflare protected),(513) 402-0350,5115 Vine St.,Cincinnati,OH,45216,https://thevoiceofblackcincinnati.com/black-owned-business/pro-contractors/
PrttyPkUp,,,https://www.prttypkup.com/,Email available (Cloudflare protected),513-332-1766,2345 Ashland Ave #207,Cincinnati,OH,45206,https://thevoiceofblackcincinnati.com/black-owned-business/prttypkup/
Purpose513,,,https://www.purpose513.com,Email available (Cloudflare protected),(513) 554-4968,309 E. Sharon Road,Glendale,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/purpose-513/
Q'Tique-ish Apparel,,,http://kevasdavis.com/shop-qtiqueish,Email available (Cloudflare protected),513-827-7179,7710 Reading Road,Cincinnati,OH,45237,https://thevoiceofblackcincinnati.com/black-owned-business/qtique-ish/
Queen City Medical Transport,,,https://www.queencitymedtransport.com/,Email available (Cloudflare protected),513-903-4073,824 W. North Bend Road,Cincinnati,OH,45224,https://thevoiceofblackcincinnati.com/black-owned-business/queen-city-medical-transport/
Queen City Thrones Party Equipment Rental,,,https://queencitythronecha.wixsite.com/queencitythrones,Email available (Cloudflare protected),(513) 807-0342,2530 Spring Grove Avenue,Cincinnati,OH,45214,https://thevoiceofblackcincinnati.com/black-owned-business/queen-city-thrones/
"Rachel R. Citak, Attorney at Law",,,http://www.rcitaklaw.com,Email available (Cloudflare protected),513-845-2121,PO Box 54326,Cincinnati,OH,45254,https://thevoiceofblackcincinnati.com/black-owned-business/rachel-r-citak-attorney-at-law-llc/
RENaturals Beauty & Wellness Spa,,,https://www.facebook.com/pages/Renaturals%20Beauty%20Wellness%20Spa%20LLC/112805923913856/,Email available (Cloudflare protected),513-546-9545,1612 West Galbraith Road,Cincinnati,OH,45239,https://thevoiceofblackcincinnati.com/black-owned-business/renaturals/
Rescue Quest CPR,,,http://www.rescuequestcpr.com,Email available (Cloudflare protected),513-445-2009,10921 Reed Hartman Highway,Blue Ash,OH,45242,https://thevoiceofblackcincinnati.com/black-owned-business/rescue-quest-cpr/
Respect 4 Life Security,,,https://www.r4lsecurity.org/,Email available (Cloudflare protected),513-550-9821,6566 Montgomery Rd suite205,Cincinnati,OH,45213,https://thevoiceofblackcincinnati.com/black-owned-business/respect-4-life-security/
RestoreMD Medical Weight Loss,,,https://www.restoremd.life,Email available (Cloudflare protected),513-228-0077,15 Cincinnati Ave Suite 5,Lebanon,OH,45036,https://thevoiceofblackcincinnati.com/black-owned-business/restoremd-medical-weight-loss/
Richardson and Associates CPA's,,,https://www.richardsonandassociates.com/,Email available (Cloudflare protected),(513) 477-4842,427 Appaloosa Court,Cincinnati,OH,45231,https://thevoiceofblackcincinnati.com/black-owned-business/richardson-and-associates-accounting/
Rideordie Gun Training,,,http://www.rideordieguntraining.com,Email available (Cloudflare protected),513-442-1528,2830 Mack Rd,Fairfield,OH,45014,https://thevoiceofblackcincinnati.com/black-owned-business/rideordie-gun-training/
RilEntertainment Party Planning,,,https://www.rilentertainment.net,Email available (Cloudflare protected),513-551-9152,1110 Pendleton Avenue,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/rilentertainment/
Rise Business Solutions,,,http://www.risebusinesssolutions.com/,Email available (Cloudflare protected),513-652-8495,1775 Mentor Avenue,Cincinnati,OH,45212,https://thevoiceofblackcincinnati.com/black-owned-business/rise-business-solutions/
Riston Financial Service Group,,,http://www.ristonfinancialservicegroup.com,Email available (Cloudflare protected),513-909-9670,2639 Erie Ave,Cincinnati,OH,45208,https://thevoiceofblackcincinnati.com/black-owned-business/riston-financial-service-group/
RN and Associates Healthcare Training,,,http://www.rnassociates.org/,Email available (Cloudflare protected),513-771-7862,245 Northland Boulevard,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/rn-and-associates-llc/
Rooted in Prosperity Mental Wellness,,,https://www.rootedinprosperityws.com,Email available (Cloudflare protected),(513) 204-9646,1 North Commerce Park Drive,Cincinnati,OH,45215,https://thevoiceofblackcincinnati.com/black-owned-business/rooted-in-prosperity/
Rosalind Smith Counseling,,,https://www.rosalindsmithcounseling.com,Email available (Cloudflare protected),513-843-6003,431 Ohio Pike,Cincinnati,OH,45255,https://thevoiceofblackcincinnati.com/black-owned-business/rosalind-smith-counseling/
RoSho Awards & Graphics,,,https://roshoawardsandgraphics.com/,Email available (Cloudflare protected),513-731-8111,2206 Langdon Farm Road,Cincinnati,OH,45237,https://thevoiceofblackcincinnati.com/black-owned-business/rosho/
Rover The Rhine Veterinary Hospital,,,http://rovertherhine.com,Email available (Cloudflare protected),513-474-8382,908 Race St,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/rover-the-rhine-veterinary-hospital/
Royalty Janitorial Services,,,https://duchessjanitorial.wixsite.com/website?fbclid=IwAR1ybE7YbZ6AJ4A4pwlLH6uAFp-Aa6eksX_Bv0rTXlqJsdVU6HBXffYurWA,Email available (Cloudflare protected),513-838-0063,11427 Reed Hartman Hwy,Cincinnati,OH,45241,https://thevoiceofblackcincinnati.com/black-owned-business/royalty-janitorial-services/
RushFit Studio,,,https://www.facebook.com/RushFitStudio/,Email available (Cloudflare protected),513-410-3391,1124 Broadway St.,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/rushfit-studio/
SAIGE Consulting,,,https://saysaige.com/,Email available (Cloudflare protected),513-293-9068,Greater Cincinnati,Cincinnati,OH,45219,https://thevoiceofblackcincinnati.com/black-owned-business/saige-consulting-services/
Sam B. Fingerprints,,,https://sambfingerprints.com,Email available (Cloudflare protected),(513) 473-3984,270 Northland Blvd.,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/sam-b-fingerprints/
Sanders Development Group,,,https://sandersdg.com/,Email available (Cloudflare protected),513-886-1444,1941 Race Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/sanders-development-group/
Satori Holistic Massage,,,https://www.satoriholisticmassage.com/,Email available (Cloudflare protected),513-289-3062,3825 Edwards Road,Cincinnati,OH,45209,https://thevoiceofblackcincinnati.com/black-owned-business/satori-holistic-massage/
Saturday Morning Vibes,,,https://smvcerealbar.com/,Email available (Cloudflare protected),(513) 801-6058,3539 Reading Road,Cincinnati,OH,45229,https://thevoiceofblackcincinnati.com/black-owned-business/saturday-morning-vibes/
Savor Eventz,,,http://www.savoreventz.com/,Email available (Cloudflare protected),513-834-9061,PO Box 46944,Cincinnati,OH,45240,https://thevoiceofblackcincinnati.com/black-owned-business/savor-eventz-llc/
Scoop Dawg’s,,,https://www.facebook.com/people/Scoop-Dawg-Spirits/100027993319272/,Email available (Cloudflare protected),513-407-7080,6305 Vine Street,Cincinnati,OH,45216,https://thevoiceofblackcincinnati.com/black-owned-business/scoop-dawgs-caribbean-restaurant/
Second & Lenox,,,https://www.secondandlenox.com,Email available (Cloudflare protected),513-630-7182,8730 Cincinnati Dayton Road,West Chester,OH,45071,https://thevoiceofblackcincinnati.com/black-owned-business/second-lenox/
Secure & Protect,,,https://www.instagram.com/anotherhomesecuredandprotected/,Email available (Cloudflare protected),513-623-0679,P.O. Box 1175 #18559,Cincinnati,OH,45201,https://thevoiceofblackcincinnati.com/black-owned-business/secure-protect/
Selfie Cincy,,,https://www.selfiecincy.com/,Email available (Cloudflare protected),513-510-5417,1338 Main Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/selfie-cincy/
Sentimental Bracelets,,,https://www.facebook.com/SentimentalBracelets/,Email available (Cloudflare protected),(513) 545-1078,8465 Colerain Ave,Cincinnati,OH,45239,https://thevoiceofblackcincinnati.com/black-owned-business/sentimental-bracelets/
Shango's Urban Taqueria,,,https://www.shangostacos.com/,Email available (Cloudflare protected),(513) 999-8888,2750 Park Avenue,Norwood,OH,45212,https://thevoiceofblackcincinnati.com/black-owned-business/shangos-urban-taqueria/
Shawndale Thomas Photography,,,https://www.shawndale.com/,Email available (Cloudflare protected),513-293-9917,3103 Colerain Avenue,Cincinnati,OH,45225,https://thevoiceofblackcincinnati.com/black-owned-business/shawndale-thomas-photography/
Shay ButterNaked,,,Https://shaybutternaked.com,Email available (Cloudflare protected),513-427-6868,PO Box 31290,Cincinnati,OH,45231,https://thevoiceofblackcincinnati.com/black-owned-business/shay-butternaked/
Sheffield Accounting and Financial Services,,,https://www.sheffieldafservices.com/,Email available (Cloudflare protected),513-609-5876,230 Northland Blvd. #127,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/sheffield-accounting-and-financial-services/
Showcase Building & Design Inc.,,,http://showcasebuilding.com/,Email available (Cloudflare protected),513-200-4769,P.O. Box 18283,Cincinnati,OH,45218,https://thevoiceofblackcincinnati.com/black-owned-business/showcase-building-design/
Simplee Miss Bath & Body Products,,,https://simpleemiss.com/,Email available (Cloudflare protected),513-317-7927,4844 Gray Road,Cincinnati,OH,45432,https://thevoiceofblackcincinnati.com/black-owned-business/simplee-miss-bath-body-products/
Skin by Brownlee & Co.,,,http://www.skinbybrownleeandco.com/,Email available (Cloudflare protected),513-351-7873,7337 Montgomery Road,Cincinnati,OH,45236,https://thevoiceofblackcincinnati.com/black-owned-business/skin-by-brownlee-co/
Skin Haven Aesthetics,,,https://www.skinhavenbykoko.com,Email available (Cloudflare protected),513-837-1116,1412 Walnut Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/skin-haven-aesthetics/
Skinful Beauty,,,https://www.vagaro.com/us03/skinfulbeauty1,Email available (Cloudflare protected),513-222-4353,230 Northland Blvd.,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/skinful-beauty/
Soleil Kitchen Catering Company,,,https://soleilkitchen.com/,Email available (Cloudflare protected),513-545-1687,1719 Elm Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/soleil-kitchen/
Soul Palette Painting Parties,,,https://www.paintwithyoursoul.com/,Email available (Cloudflare protected),513-227-4836,PO Box 15112,Cincinnati,OH,45215,https://thevoiceofblackcincinnati.com/black-owned-business/soul-palette/
Soul Secrets,,,https://www.soulsecretscincy.com/,Email available (Cloudflare protected),513-721-7685,1434 Vine Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/soul-secrets/
Southern Grace Cincy,,,https://www.facebook.com/SouthernGraceCincy/,Email available (Cloudflare protected),513-808-5819,3751 Montgomery Road,Cincinnati,OH,45212,https://thevoiceofblackcincinnati.com/black-owned-business/southern-grace-cincy/
Sparklight Creative Group Personal and Professional Development,,,https://www.sparklightcreates.com/,Email available (Cloudflare protected),859-479-2064,904 Scott Blvd.,Covington,KY,41011,https://thevoiceofblackcincinnati.com/black-owned-business/sparklight-creative-group/
